3.800000000000000000e+01,6.500000000000000222e-01,6.584000000000000000e+03
1.540000000000000000e+02,1.000000000000000000e+01,7.460000000000000000e+02
2.170000000000000000e+02,1.910000000000000142e+01,3.837000000000000000e+03
2.180000000000000000e+02,1.910000000000000142e+01,9.140000000000000000e+02
1.540000000000000000e+02,2.000000000000000000e+01,7.080000000000000000e+02
1.540000000000000000e+02,3.000000000000000000e+01,7.270000000000000000e+02
1.540000000000000000e+02,4.000000000000000000e+01,6.950000000000000000e+02
1.540000000000000000e+02,5.000000000000000000e+01,7.200000000000000000e+02
1.540000000000000000e+02,6.000000000000000000e+01,6.830000000000000000e+02
1.540000000000000000e+02,7.000000000000000000e+01,6.460000000000000000e+02
1.540000000000000000e+02,8.000000000000000000e+01,7.010000000000000000e+02
1.240000000000000000e+02,8.695000000000000284e+01,7.043000000000000000e+03
1.540000000000000000e+02,9.000000000000000000e+01,7.590000000000000000e+02
9.400000000000000000e+01,9.075000000000000000e+01,3.788000000000000000e+03
9.500000000000000000e+01,9.075000000000000000e+01,1.345600000000000000e+04
9.500000000000000000e+01,9.079999999999999716e+01,1.634000000000000000e+03
6.000000000000000000e+01,9.500000000000000000e+01,1.282900000000000000e+04
6.000000000000000000e+01,9.504999999999999716e+01,1.347000000000000000e+03
1.100000000000000000e+02,9.570000000000000284e+01,9.980000000000000000e+02
8.700000000000000000e+01,9.609999999999999432e+01,1.842000000000000000e+03
1.540000000000000000e+02,1.000000000000000000e+02,7.650000000000000000e+02
9.800000000000000000e+01,1.007000000000000028e+02,3.434000000000000000e+03
3.040000000000000000e+02,1.012999999999999972e+02,1.946000000000000000e+03
3.040000000000000000e+02,1.013499999999999943e+02,3.681000000000000000e+03
2.740000000000000000e+02,1.025499999999999972e+02,1.416700000000000000e+04
7.800000000000000000e+01,1.027999999999999972e+02,3.252000000000000000e+03
6.500000000000000000e+01,1.055499999999999972e+02,1.812000000000000000e+03
6.500000000000000000e+01,1.055999999999999943e+02,5.165000000000000000e+03
2.670000000000000000e+02,1.077999999999999972e+02,5.170000000000000000e+02
2.670000000000000000e+02,1.078499999999999943e+02,6.550000000000000000e+02
2.400000000000000000e+02,1.082999999999999972e+02,6.029000000000000000e+03
2.900000000000000000e+02,1.082999999999999972e+02,5.110000000000000000e+02
2.400000000000000000e+02,1.083499999999999943e+02,2.983000000000000000e+03
1.190000000000000000e+02,1.092500000000000000e+02,2.748000000000000000e+03
1.190000000000000000e+02,1.092999999999999972e+02,8.320000000000000000e+02
9.700000000000000000e+01,1.096500000000000057e+02,1.997000000000000000e+03
1.540000000000000000e+02,1.100000000000000000e+02,6.640000000000000000e+02
6.400000000000000000e+01,1.115999999999999943e+02,2.665000000000000000e+03
9.200000000000000000e+01,1.115999999999999943e+02,3.491000000000000000e+03
6.400000000000000000e+01,1.116500000000000057e+02,2.171300000000000000e+04
9.900000000000000000e+01,1.117000000000000028e+02,9.090000000000000000e+02
2.780000000000000000e+02,1.125499999999999972e+02,2.835000000000000000e+03
8.800000000000000000e+01,1.140499999999999972e+02,5.160000000000000000e+02
7.200000000000000000e+01,1.145000000000000000e+02,4.634000000000000000e+03
2.580000000000000000e+02,1.147500000000000000e+02,1.961000000000000000e+03
9.700000000000000000e+01,1.148499999999999943e+02,5.730000000000000000e+02
9.800000000000000000e+01,1.148499999999999943e+02,1.097900000000000000e+04
7.200000000000000000e+01,1.155499999999999972e+02,6.495000000000000000e+03
2.450000000000000000e+02,1.182999999999999972e+02,2.766000000000000000e+03
2.450000000000000000e+02,1.183499999999999943e+02,1.623000000000000000e+03
9.500000000000000000e+01,1.187000000000000028e+02,6.230000000000000000e+02
1.140000000000000000e+02,1.195999999999999943e+02,7.736000000000000000e+03
1.140000000000000000e+02,1.196500000000000057e+02,1.366100000000000000e+04
1.140000000000000000e+02,1.197000000000000028e+02,3.032000000000000000e+03
