1.032151141491010321e+03,1.022892878743566712e+03,4.241475656642383001e+02
1.031565129431906144e+03,1.022729559745838287e+03,4.603897425359539284e+02
1.032078208148691829e+03,1.022870892286808839e+03,4.830157045668173623e+02
1.031877049426022722e+03,1.022782973896599401e+03,6.283083214690364002e+02
1.031763402426451876e+03,1.022869661801196457e+03,7.396691903438675126e+02
1.031621181915621037e+03,1.022738029035130239e+03,8.174931182556376825e+02
1.031239073965739408e+03,1.022945170829808148e+03,8.567925946239614632e+02
1.028951408968149963e+03,1.023347349706579507e+03,8.763065780212191385e+02
1.029084210182704055e+03,1.023533722694556786e+03,8.888862945764834649e+02
1.030591118404051713e+03,1.022648947073811769e+03,9.318603624255467821e+02
1.031339466273548851e+03,1.022777182354462866e+03,9.789954883768743912e+02
