1.310000000000000000e+02,5.000000000000000278e-02,1.116000000000000000e+03
9.400000000000000000e+01,2.500000000000000000e-01,2.916000000000000000e+03
2.560000000000000000e+02,1.899999999999999911e+00,1.591000000000000000e+03
1.660000000000000000e+02,2.100000000000000089e+00,4.368000000000000000e+03
1.660000000000000000e+02,2.149999999999999911e+00,1.236800000000000000e+04
1.660000000000000000e+02,2.200000000000000178e+00,3.716000000000000000e+03
2.520000000000000000e+02,2.700000000000000178e+00,4.109000000000000000e+03
1.360000000000000000e+02,2.799999999999999822e+00,5.090000000000000000e+02
3.020000000000000000e+02,2.899999999999999911e+00,1.370000000000000000e+03
1.400000000000000000e+02,3.049999999999999822e+00,1.498000000000000000e+03
1.400000000000000000e+02,3.100000000000000089e+00,5.290000000000000000e+02
1.100000000000000000e+02,3.250000000000000000e+00,3.100000000000000000e+03
2.030000000000000000e+02,3.299999999999999822e+00,7.060000000000000000e+02
2.040000000000000000e+02,3.299999999999999822e+00,1.215000000000000000e+03
2.030000000000000000e+02,3.350000000000000089e+00,6.930000000000000000e+02
2.040000000000000000e+02,3.350000000000000089e+00,1.034000000000000000e+03
1.100000000000000000e+01,3.600000000000000089e+00,1.727000000000000000e+03
1.100000000000000000e+01,3.649999999999999911e+00,3.093300000000000000e+04
1.100000000000000000e+01,3.700000000000000178e+00,8.765000000000000000e+03
1.100000000000000000e+01,3.750000000000000000e+00,8.300000000000000000e+02
3.050000000000000000e+02,4.349999999999999645e+00,4.511000000000000000e+03
2.550000000000000000e+02,4.599999999999999645e+00,6.133000000000000000e+03
1.090000000000000000e+02,4.900000000000000355e+00,9.548000000000000000e+03
1.090000000000000000e+02,4.950000000000000178e+00,1.150000000000000000e+03
8.600000000000000000e+01,5.049999999999999822e+00,1.542000000000000000e+03
2.770000000000000000e+02,5.150000000000000355e+00,5.060000000000000000e+02
1.500000000000000000e+02,5.299999999999999822e+00,1.843000000000000000e+03
1.570000000000000000e+02,5.750000000000000000e+00,6.380000000000000000e+02
1.570000000000000000e+02,5.799999999999999822e+00,1.100000000000000000e+03
