4.500000000000000000e+01,0.000000000000000000e+00,1.162500000000000000e+04
8.800000000000000000e+01,0.000000000000000000e+00,1.667000000000000000e+03
2.060000000000000000e+02,0.000000000000000000e+00,5.217000000000000000e+03
3.600000000000000000e+01,5.000000000000000000e-01,2.587000000000000000e+04
1.100000000000000000e+02,5.000000000000000000e-01,1.594000000000000000e+03
2.260000000000000000e+02,5.000000000000000000e-01,4.040000000000000000e+03
2.410000000000000000e+02,5.000000000000000000e-01,6.900000000000000000e+02
2.520000000000000000e+02,5.000000000000000000e-01,8.637000000000000000e+03
2.530000000000000000e+02,5.000000000000000000e-01,6.942000000000000000e+03
1.580000000000000000e+02,1.000000000000000000e+00,3.347900000000000000e+04
2.320000000000000000e+02,1.000000000000000000e+00,1.031400000000000000e+04
3.010000000000000000e+02,1.000000000000000000e+00,5.310000000000000000e+02
1.400000000000000000e+01,1.500000000000000000e+00,6.813600000000000000e+04
3.100000000000000000e+02,1.500000000000000000e+00,1.417000000000000000e+03
1.400000000000000000e+01,2.000000000000000000e+00,8.670000000000000000e+02
5.700000000000000000e+01,2.000000000000000000e+00,3.197000000000000000e+03
9.300000000000000000e+01,2.000000000000000000e+00,1.103000000000000000e+04
1.630000000000000000e+02,2.000000000000000000e+00,1.926400000000000000e+04
3.500000000000000000e+02,2.000000000000000000e+00,6.265000000000000000e+03
6.600000000000000000e+01,2.500000000000000000e+00,2.249300000000000000e+04
6.700000000000000000e+01,2.500000000000000000e+00,3.283000000000000000e+03
1.490000000000000000e+02,2.500000000000000000e+00,4.785700000000000000e+04
1.500000000000000000e+02,2.500000000000000000e+00,2.061000000000000000e+03
1.630000000000000000e+02,2.500000000000000000e+00,1.142600000000000000e+04
2.870000000000000000e+02,2.500000000000000000e+00,1.289000000000000000e+03
4.200000000000000000e+01,3.000000000000000000e+00,1.851200000000000000e+04
1.910000000000000000e+02,3.500000000000000000e+00,1.148000000000000000e+03
2.680000000000000000e+02,3.500000000000000000e+00,1.304300000000000000e+04
6.400000000000000000e+01,4.000000000000000000e+00,1.414000000000000000e+03
1.910000000000000000e+02,4.000000000000000000e+00,5.772000000000000000e+03
1.920000000000000000e+02,4.000000000000000000e+00,6.033000000000000000e+03
2.270000000000000000e+02,4.000000000000000000e+00,6.150000000000000000e+02
2.900000000000000000e+02,4.000000000000000000e+00,9.630000000000000000e+03
3.110000000000000000e+02,4.000000000000000000e+00,5.570000000000000000e+02
5.300000000000000000e+01,4.500000000000000000e+00,1.559000000000000000e+03
2.790000000000000000e+02,4.500000000000000000e+00,1.293000000000000000e+03
3.110000000000000000e+02,4.500000000000000000e+00,1.343000000000000000e+03
3.040000000000000000e+02,5.000000000000000000e+00,2.332000000000000000e+03
